"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.records.all","n.ref_area","with.region","subject","subject.label","database","database.label"
"GED_TWAP_HHT_NB_A","GED_TWAP_HHT_NB","Prime-age population by household type (thousands)","A","Annual","GED_TWAP_NB","Prime-age population","HHT",2000,2025,"19/01/2026 18:39:20",7934,8444,150,,"POP","Population","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_AGE_NB_A","EAP_TEAP_SEX_AGE_NB","Labour force by sex and age (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE",1946,2025,"09/05/2026 08:48:23",348742,399318,229,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_TEAP_SEX_AGE_NB_Q","EAP_TEAP_SEX_AGE_NB","Labour force by sex and age (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE",1948,2026,"09/05/2026 08:45:35",656211,713184,120,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_TEAP_SEX_AGE_NB_M","EAP_TEAP_SEX_AGE_NB","Labour force by sex and age (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE",1948,2026,"09/05/2026 08:42:49",287850,289866,62,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_TEA1_SEX_AGE_NB_Q","EAP_TEA1_SEX_AGE_NB","Labour force by sex and age, seasonally adjusted series (thousands)","Q","Quarterly","EAP_TEA1_NB","Labour force, SA (previous ILO definition)","SEX,AGE",1955,2026,"09/05/2026 08:45:35",114871,116023,72,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_TEA1_SEX_AGE_NB_M","EAP_TEA1_SEX_AGE_NB","Labour force by sex and age, seasonally adjusted series (thousands)","M","Monthly","EAP_TEA1_NB","Labour force, SA (previous ILO definition)","SEX,AGE",1955,2026,"09/05/2026 08:42:49",92264,92264,8,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_TEAP_SEX_AGE_EDU_NB_A","EAP_TEAP_SEX_AGE_EDU_NB","Labour force by sex, age and education (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,EDU",1970,2025,"08/05/2026 07:01:28",1583522,1794425,207,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_AGE_EDU_NB_Q","EAP_TEAP_SEX_AGE_EDU_NB","Labour force by sex, age and education (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,EDU",1987,2026,"08/05/2026 07:03:10",2796934,3046795,100,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_AGE_EDU_NB_M","EAP_TEAP_SEX_AGE_EDU_NB","Labour force by sex, age and education (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,EDU",1990,2026,"09/05/2026 08:31:04",436510,442195,15,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_AGE_GEO_NB_A","EAP_TEAP_SEX_AGE_GEO_NB","Labour force by sex, age and rural / urban areas (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,GEO",1970,2025,"08/05/2026 07:12:17",293308,321817,166,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_AGE_GEO_NB_Q","EAP_TEAP_SEX_AGE_GEO_NB","Labour force by sex, age and rural / urban areas (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,GEO",1987,2026,"08/05/2026 07:13:06",751722,776634,89,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_AGE_GEO_NB_M","EAP_TEAP_SEX_AGE_GEO_NB","Labour force by sex, age and rural / urban areas (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,GEO",2000,2026,"06/05/2026 08:32:04",154867,158269,15,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_AGE_MTS_NB_A","EAP_TEAP_SEX_AGE_MTS_NB","Labour force by sex, age and marital status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,MTS",1970,2025,"08/05/2026 07:04:25",768882,873637,173,,"EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_AGE_MTS_NB_Q","EAP_TEAP_SEX_AGE_MTS_NB","Labour force by sex, age and marital status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,MTS",1987,2026,"08/05/2026 07:05:06",1135615,1137703,79,,"EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_AGE_DSB_NB_A","EAP_TEAP_SEX_AGE_DSB_NB","Labour force by sex, age and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,DSB",1996,2025,"06/05/2026 08:16:05",77952,82002,123,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_AGE_DSB_NB_Q","EAP_TEAP_SEX_AGE_DSB_NB","Labour force by sex, age and disability status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,AGE,DSB",2005,2026,"06/05/2026 08:18:04",46708,47032,25,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_TEAP_SEX_AGE_CBR_NB_A","MST_TEAP_SEX_AGE_CBR_NB","Labour force by sex, age and place of birth (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,AGE,CBR",1990,2025,"18/04/2026 08:50:20",132165,151336,147,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_TEAP_SEX_AGE_CCT_NB_A","MST_TEAP_SEX_AGE_CCT_NB","Labour force by sex, age and citizenship (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,AGE,CCT",1991,2025,"18/04/2026 08:50:20",117446,137349,138,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAP_TEAP_SEX_EDU_NB_A","EAP_TEAP_SEX_EDU_NB","Labour force by sex and education (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU",1970,2025,"08/05/2026 07:01:28",92890,104806,179,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_NB_Q","EAP_TEAP_SEX_EDU_NB","Labour force by sex and education (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU",1987,2026,"08/05/2026 07:03:10",243096,263742,99,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_NB_M","EAP_TEAP_SEX_EDU_NB","Labour force by sex and education (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU",1990,2026,"06/05/2026 08:20:05",49542,50208,15,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_GEO_NB_A","EAP_TEAP_SEX_EDU_GEO_NB","Labour force by sex, education and rural / urban areas (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,GEO",1970,2025,"08/05/2026 07:01:28",219242,239129,146,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_GEO_NB_Q","EAP_TEAP_SEX_EDU_GEO_NB","Labour force by sex, education and rural / urban areas (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,GEO",1987,2026,"08/05/2026 07:03:10",226840,234634,84,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_MTS_NB_A","EAP_TEAP_SEX_EDU_MTS_NB","Labour force by sex, education and marital status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,MTS",1970,2025,"08/05/2026 07:01:28",606556,683578,171,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_MTS_NB_Q","EAP_TEAP_SEX_EDU_MTS_NB","Labour force by sex, education and marital status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,MTS",1987,2026,"08/05/2026 07:03:10",190428,190644,76,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_TEAP_SEX_EDU_DSB_NB_A","EAP_TEAP_SEX_EDU_DSB_NB","Labour force by sex, education and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,EDU,DSB",1996,2025,"06/05/2026 08:16:05",45617,47669,122,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_TEAP_SEX_EDU_CBR_NB_A","MST_TEAP_SEX_EDU_CBR_NB","Labour force by sex, education and place of birth (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,EDU,CBR",1990,2025,"18/04/2026 08:50:20",73659,82218,135,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_TEAP_SEX_EDU_CCT_NB_A","MST_TEAP_SEX_EDU_CCT_NB","Labour force by sex, education and citizenship (thousands)","A","Annual","MST_TEAP_NB","Labour force","SEX,EDU,CCT",1991,2025,"18/04/2026 08:50:20",65580,74841,123,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"EAP_TEAP_SEX_GEO_NB_A","EAP_TEAP_SEX_GEO_NB","Labour force by sex and rural / urban areas (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO",1970,2025,"08/05/2026 07:12:17",17568,19104,147,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_NB_Q","EAP_TEAP_SEX_GEO_NB","Labour force by sex and rural / urban areas (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO",1987,2026,"08/05/2026 07:13:06",45998,47528,87,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_NB_M","EAP_TEAP_SEX_GEO_NB","Labour force by sex and rural / urban areas (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO",2000,2026,"06/05/2026 08:32:04",16122,16500,12,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_MTS_NB_A","EAP_TEAP_SEX_GEO_MTS_NB","Labour force by sex, rural / urban area and marital status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,MTS",1970,2025,"08/05/2026 07:12:17",107022,118014,142,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_MTS_NB_Q","EAP_TEAP_SEX_GEO_MTS_NB","Labour force by sex, rural / urban area and marital status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,MTS",1987,2026,"08/05/2026 07:13:06",181853,182177,60,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_TEAP_SEX_GEO_DSB_NB_A","EAP_TEAP_SEX_GEO_DSB_NB","Labour force by sex, rural / urban areas and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,DSB",1996,2025,"06/05/2026 08:16:05",23208,24234,103,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_GEO_DSB_NB_Q","EAP_TEAP_SEX_GEO_DSB_NB","Labour force by sex, rural / urban areas and disability status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,GEO,DSB",2009,2026,"06/05/2026 08:18:04",12185,12293,21,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_MTS_NB_A","EAP_TEAP_SEX_MTS_NB","Labour force by sex and marital status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS",1970,2025,"08/05/2026 07:04:25",49345,56230,173,,"EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_MTS_NB_Q","EAP_TEAP_SEX_MTS_NB","Labour force by sex and marital status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS",1987,2026,"08/05/2026 07:05:06",99429,99618,79,,"EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_MTS_NB_M","EAP_TEAP_SEX_MTS_NB","Labour force by sex and marital status (thousands)","M","Monthly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS",1994,2026,"06/05/2026 08:24:04",28422,28422,15,,"EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_TEAP_SEX_MTS_DSB_NB_A","EAP_TEAP_SEX_MTS_DSB_NB","Labour force by sex, marital status and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS,DSB",1996,2025,"06/05/2026 08:16:05",77033,80897,123,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_MTS_DSB_NB_Q","EAP_TEAP_SEX_MTS_DSB_NB","Labour force by sex, marital status and disability status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,MTS,DSB",2005,2026,"06/05/2026 08:18:04",15247,15247,25,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_DSB_NB_A","EAP_TEAP_SEX_DSB_NB","Labour force by sex and disability status (thousands)","A","Annual","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,DSB",1996,2025,"06/05/2026 08:16:05",8737,9421,124,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_TEAP_SEX_DSB_NB_Q","EAP_TEAP_SEX_DSB_NB","Labour force by sex and disability status (thousands)","Q","Quarterly","EAP_TEAP_NB","Labour force (previous ILO definition)","SEX,DSB",2005,2026,"06/05/2026 08:18:04",5227,5263,25,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_DWAP_SEX_AGE_RT_A","EAP_DWAP_SEX_AGE_RT","Labour force participation rate by sex and age (%)","A","Annual","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE",1946,2025,"09/05/2026 08:48:23",343138,387427,229,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWAP_SEX_AGE_RT_Q","EAP_DWAP_SEX_AGE_RT","Labour force participation rate by sex and age (%)","Q","Quarterly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE",1948,2026,"09/05/2026 08:45:35",650167,707122,115,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWAP_SEX_AGE_RT_M","EAP_DWAP_SEX_AGE_RT","Labour force participation rate by sex and age (%)","M","Monthly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE",1948,2026,"09/05/2026 08:42:49",285087,287103,49,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWA1_SEX_AGE_RT_Q","EAP_DWA1_SEX_AGE_RT","Labour force participation rate by sex and age, seasonally adjusted series (%)","Q","Quarterly","EAP_DWA1_RT","Labour force participation rate, SA (previous ILO definition)","SEX,AGE",1955,2026,"09/05/2026 08:45:35",88704,89856,67,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWA1_SEX_AGE_RT_M","EAP_DWA1_SEX_AGE_RT","Labour force participation rate by sex and age, seasonally adjusted series (%)","M","Monthly","EAP_DWA1_RT","Labour force participation rate, SA (previous ILO definition)","SEX,AGE",1955,2026,"09/05/2026 08:42:49",67341,67341,7,,"EAP","Labour force","LFS","Labour Force Statistics (LFS)"
"EAP_DWAP_SEX_AGE_EDU_RT_A","EAP_DWAP_SEX_AGE_EDU_RT","Labour force participation rate by sex, age and education (%)","A","Annual","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,EDU",1970,2025,"08/05/2026 07:01:28",1481630,1671949,191,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_DWAP_SEX_AGE_EDU_RT_Q","EAP_DWAP_SEX_AGE_EDU_RT","Labour force participation rate by sex, age and education (%)","Q","Quarterly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,EDU",1987,2026,"09/05/2026 08:32:06",2809202,3059063,101,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_DWAP_SEX_AGE_EDU_RT_M","EAP_DWAP_SEX_AGE_EDU_RT","Labour force participation rate by sex, age and education (%)","M","Monthly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,EDU",1990,2026,"09/05/2026 08:31:04",436456,442141,15,,"EAP","Labour force","EMI","Education and Mismatch Indicators (EMI)"
"EAP_DWAP_SEX_AGE_GEO_RT_A","EAP_DWAP_SEX_AGE_GEO_RT","Labour force participation rate by sex, age and rural / urban areas (%)","A","Annual","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,GEO",1970,2025,"08/05/2026 07:12:17",291151,317614,159,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_DWAP_SEX_AGE_GEO_RT_Q","EAP_DWAP_SEX_AGE_GEO_RT","Labour force participation rate by sex, age and rural / urban areas (%)","Q","Quarterly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,GEO",1987,2026,"08/05/2026 07:13:06",750500,775412,88,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_DWAP_SEX_AGE_GEO_RT_M","EAP_DWAP_SEX_AGE_GEO_RT","Labour force participation rate by sex, age and rural / urban areas (%)","M","Monthly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,GEO",2000,2026,"06/05/2026 08:32:04",154830,158232,15,,"EAP","Labour force","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EAP_DWAP_SEX_AGE_MTS_RT_A","EAP_DWAP_SEX_AGE_MTS_RT","Labour force participation rate by sex, age and marital status (%)","A","Annual","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,MTS",1970,2025,"08/05/2026 07:04:25",769952,874700,174,,"EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_DWAP_SEX_AGE_MTS_RT_Q","EAP_DWAP_SEX_AGE_MTS_RT","Labour force participation rate by sex, age and marital status (%)","Q","Quarterly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,MTS",1987,2026,"08/05/2026 07:05:06",1141682,1143770,80,,"EAP","Labour force","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EAP_DWAP_SEX_AGE_DSB_RT_A","EAP_DWAP_SEX_AGE_DSB_RT","Labour force participation rate by sex, age and disability status (%)","A","Annual","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,DSB",1996,2025,"06/05/2026 08:16:05",78024,82074,124,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"EAP_DWAP_SEX_AGE_DSB_RT_Q","EAP_DWAP_SEX_AGE_DSB_RT","Labour force participation rate by sex, age and disability status (%)","Q","Quarterly","EAP_DWAP_RT","Labour force participation rate (previous ILO definition)","SEX,AGE,DSB",2005,2026,"06/05/2026 08:18:04",46708,47032,25,,"EAP","Labour force","DLMI","Disability Labour Market Indicators (DLMI)"
"MST_TEAP_SEX_AGE_CBR_RT_A","MST_TEAP_SEX_AGE_CBR_RT","Labour force participation rate by sex, age and place of birth (%)","A","Annual","MST_TEAP_RT","Labour force participation rate","SEX,AGE,CBR",1990,2025,"27/04/2026 15:54:39",131596,149988,144,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
"MST_TEAP_SEX_AGE_CCT_RT_A","MST_TEAP_SEX_AGE_CCT_RT","Labour force participation rate by sex, age and citizenship (%)","A","Annual","MST_TEAP_RT","Labour force participation rate","SEX,AGE,CCT",1991,2025,"27/04/2026 15:54:39",117562,136651,134,,"MST","International migrant stock","ILMS","International Labour Migration Statistics (ILMS)"
