area,site_folder,periodicity,filename,extension,size_bytes,site_filepath,source_page,local_path
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,17. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cunene.xlsx,xlsx,220470,População e Sociedade/População/Estimativas da População 2025 - 2027/17. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cunene.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\17. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cunene.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,18. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025_2027_Cubango.xlsx,xlsx,149092,População e Sociedade/População/Estimativas da População 2025 - 2027/18. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025_2027_Cubango.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\18. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025_2027_Cubango.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,19. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Icolo e Bengo.xlsx,xlsx,113373,População e Sociedade/População/Estimativas da População 2025 - 2027/19. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Icolo e Bengo.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\19. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Icolo e Bengo.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,20. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Moxico Leste.xlsx,xlsx,145938,População e Sociedade/População/Estimativas da População 2025 - 2027/20. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Moxico Leste.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\20. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Moxico Leste.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,21. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Cuando.xlsx,xlsx,882658,População e Sociedade/População/Estimativas da População 2025 - 2027/21. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Cuando.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\21. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Cuando.xlsx
População e Sociedade,População e Sociedade/População/Projecções da População,Não especificada no portal,POPULAÇÃO 1940_2025.xlsx,xlsx,12854,População e Sociedade/População/Projecções da População/POPULAÇÃO 1940_2025.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9uSDfGmObZFgRFGfWIgjXK4CuHUMjUmKOBUGuRMyjDvN7KG3_ToD19JGSXi209aNPlIevi3m1aeRH3DAhG3a1hTbYgGU7GjQlaTWbh819-eHi60aHahiV7RAejBPM7er7BLKGaz7qa2M7mAyDwbaYh2L6A7Cz0bJaNnBqCnvdCrQ,INE\População e Sociedade\População\Projecções da População\POPULAÇÃO 1940_2025.xlsx
População e Sociedade,População e Sociedade/População/Projecções da População,Não especificada no portal,POPULAÇÃO PROJECTADA POR GRUPOS ETÁRIOS 2014-2050.xlsx,xlsx,1740286,População e Sociedade/População/Projecções da População/POPULAÇÃO PROJECTADA POR GRUPOS ETÁRIOS 2014-2050.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9uSDfGmObZFgRFGfWIgjXK4CuHUMjUmKOBUGuRMyjDvN7KG3_ToD19JGSXi209aNPlIevi3m1aeRH3DAhG3a1hTbYgGU7GjQlaTWbh819-eHi60aHahiV7RAejBPM7er7BLKGaz7qa2M7mAyDwbaYh2L6A7Cz0bJaNnBqCnvdCrQ,INE\População e Sociedade\População\Projecções da População\POPULAÇÃO PROJECTADA POR GRUPOS ETÁRIOS 2014-2050.xlsx
População e Sociedade,População e Sociedade/População/Projecções da População,Não especificada no portal,POPULAÇÃO PROJECTADA POR MUNICÍPIOS 2015-2024.xlsx,xlsx,162712,População e Sociedade/População/Projecções da População/POPULAÇÃO PROJECTADA POR MUNICÍPIOS 2015-2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9uSDfGmObZFgRFGfWIgjXK4CuHUMjUmKOBUGuRMyjDvN7KG3_ToD19JGSXi209aNPlIevi3m1aeRH3DAhG3a1hTbYgGU7GjQlaTWbh819-eHi60aHahiV7RAejBPM7er7BLKGaz7qa2M7mAyDwbaYh2L6A7Cz0bJaNnBqCnvdCrQ,INE\População e Sociedade\População\Projecções da População\POPULAÇÃO PROJECTADA POR MUNICÍPIOS 2015-2024.xlsx
População e Sociedade,População e Sociedade/População/Projecções da População,Não especificada no portal,"POPULAÇÃO PROJECTADA POR PROVÍNCIAS, SEGUNDO O SEXO 2014-2050.xlsx",xlsx,79074,"População e Sociedade/População/Projecções da População/POPULAÇÃO PROJECTADA POR PROVÍNCIAS, SEGUNDO O SEXO 2014-2050.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9uSDfGmObZFgRFGfWIgjXK4CuHUMjUmKOBUGuRMyjDvN7KG3_ToD19JGSXi209aNPlIevi3m1aeRH3DAhG3a1hTbYgGU7GjQlaTWbh819-eHi60aHahiV7RAejBPM7er7BLKGaz7qa2M7mAyDwbaYh2L6A7Cz0bJaNnBqCnvdCrQ,"INE\População e Sociedade\População\Projecções da População\POPULAÇÃO PROJECTADA POR PROVÍNCIAS, SEGUNDO O SEXO 2014-2050.xlsx"
População e Sociedade,População e Sociedade/População/Projecções da População,Não especificada no portal,Quadros - Tendências do Crescimento Populacional em Angola.xlsx,xlsx,73269,População e Sociedade/População/Projecções da População/Quadros - Tendências do Crescimento Populacional em Angola.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9uSDfGmObZFgRFGfWIgjXK4CuHUMjUmKOBUGuRMyjDvN7KG3_ToD19JGSXi209aNPlIevi3m1aeRH3DAhG3a1hTbYgGU7GjQlaTWbh819-eHi60aHahiV7RAejBPM7er7BLKGaz7qa2M7mAyDwbaYh2L6A7Cz0bJaNnBqCnvdCrQ,INE\População e Sociedade\População\Projecções da População\Quadros - Tendências do Crescimento Populacional em Angola.xlsx
População e Sociedade,População e Sociedade/Uso do Tempo,Inquérito / irregular,QUADROS DO USO DO TEMPO 2022.xls,xls,1509376,População e Sociedade/Uso do Tempo/QUADROS DO USO DO TEMPO 2022.xls,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ8WD8z03nuEzjeVl9EHVJ3qowEcQW4UbBeNGMqH3TIFbQdaj3ay4Qt8RWb6e9R3lSdHoFLdIEYNi6KT0xkPVU8gqa07fswEvtUoYQ3auPTragPjghjwilBsbfkuVAMTYrwGdQ86HJVX-VTjP5YgPg9J,INE\População e Sociedade\Uso do Tempo\QUADROS DO USO DO TEMPO 2022.xls
